details,url index
"Demi-fine 14k gold-plated 20"" flat chain necklace Item BB890 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Length: 16"" with a 1"" extender chain for adjustable length. Product Details New from our demi-fine jewelry collection (a new generation of heirloom pieces): this long, dainty chain necklace, made from 14k gold-plated sterling silver. Hint: It's oh-so-fun to add one or two of our demi-fine charms. Want to keep your jewelry looking like new? We recommend removing it before showering or exercise, and putting it on after applying hair products or perfume. To clean your pieces, polish them with a soft, dry cloth—and when not wearing, store them in a pouch or jewelry case. Gold-plated sterling silver. Import. Item BB890.",12175
"Demi-fine 14k gold-plated 20"" snake chain necklace Item BB574 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Length: 20"". Product Details New from our demi-fine jewelry collection (a new generation of heirloom pieces): this pretty snake chain necklace, made from 14k gold-plated sterling silver. Hint: It's oh-so-fun to add one or two of our demi-fine nautical charms. Gold-plated sterling silver. Import. Item BB574.",12177
"Demi-fine 14K gold-plated arrow ring Item BG749 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sizes 5/6/7/8. Product Details New from our demi-fine jewelry collection (a new generation of heirloom pieces): this arrow ring (symbolizing fate), made from 14k gold-plated sterling silver and a freshwater pearl. Feel-good fact: This jewelry was made using recycled sterling silver casting. Want to keep your jewelry looking like new? We recommend removing it before showering or exercise, and putting it on after applying hair products or perfume. To clean your pieces, polish them with a soft, dry cloth—and when not wearing, store them in a pouch or jewelry case. Gold-plated recycled sterling silver. Import. Select stores. Item BG749.",12180
"Demi-fine 14k gold-plated arrow necklace Item BG694 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Length: 18"". Product Details New from our demi-fine jewelry collection (a new generation of heirloom pieces): this arrow necklace, made from 14k gold-plated sterling silver. Feel-good fact: This jewelry was made using recycled sterling silver casting. Want to keep your jewelry looking like new? We recommend removing it before showering or exercise, and putting it on after applying hair products or perfume. To clean your pieces, polish them with a soft, dry cloth—and when not wearing, store them in a pouch or jewelry case. Gold-plated recycled sterling silver, white cubic zirconia. Import. Select stores. Item BG694.",12179
"Demi-fine 14k gold-plated 20"" mixed link chain necklace Item BB570 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Length: 20"". Product Details New from our demi-fine jewelry collection (a new generation of heirloom pieces): this dainty mixed link chain necklace, made from 14k gold-plated sterling silver. Hint: It's oh-so-fun to add one or two of our demi-fine nautical charms. Gold-plated sterling silver. Import. Item BB570.",12176
"Demi-fine 14k gold-plated 22"" oval chain with toggle Item BD959 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Length: 22"". Product Details New from our demi-fine jewelry collection (a new generation of heirloom pieces): this long, dainty chain chain necklace with a toggle closure, made from 14k gold-plated sterling silver. Hint: It's oh-so-fun to add one or two of our demi-fine charms. Want to keep your jewelry looking like new? We recommend removing it before showering or exercise, and putting it on after applying hair products or perfume. To clean your pieces, polish them with a soft, dry cloth—and when not wearing, store them in a pouch or jewelry case. Sterling silver, alloy. Import. Select stores. Item BD959.",12178
"Demi-fine 14k gold-plated bead ring Item AV895 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sizes 5/6/7/8. Product Details From our demi-fine jewelry collection—a new generation of heirloom pieces, ready for hand-me-down status. This charming ring is made from 14k gold-plated sterling silver—elegant, easy and super-lightweight. What more could you want? Gold-plated sterling silver. Import. Online only. Item AV895.",12182
"Demi-fine 14k gold-plated bead hoop earrings Item AV894 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit 1""L x 9/10""W. Product Details From our demi-fine jewelry collection—a new generation of heirloom pieces, ready for hand-me-down status. These charming hoop earrings are made from 14k gold-plated sterling silver—elegant, easy and super-lightweight. What more could you want? Gold-plated sterling silver. Import. Online only. Item AV894.",12181
"Demi-fine 14k gold-plated bracelet Item H4226 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Length: 7"". Product Details Introducing the demi-fine jewelry collection—a new generation of heirloom pieces, all priced under $100. This classic bracelet is made from 14k gold-plated sterling silver, and perfect for wearing on its own or mixing and matching with other pieces (including ones you already own). 14k gold-plated sterling silver. Import. Online only. Item H4226.",12185
"Demi-fine 14k gold-plated chain bracelet Item BC166 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Length: 6 1/4"" with a 1"" extender chain for adjustable length. Product Details New from our demi-fine jewelry collection (a new generation of heirloom pieces): this dainty chain bracelet, made from 14k gold-plated sterling silver. Hint: It's oh-so-fun to add one or two of our demi-fine charms. Want to keep your jewelry looking like new? We recommend removing it before showering or exercise, and putting it on after applying hair products or perfume. To clean your pieces, polish them with a soft, dry cloth—and when not wearing, store them in a pouch or jewelry case. Gold-plated sterling silver. Import. Online only. Item BC166.",12188
"Demi-fine 14k gold-plated chain and pearl earrings Item BG696 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details New from our demi-fine jewelry collection (a new generation of heirloom pieces): these chain earrings, made from 14k gold-plated sterling silver and freshwater pearls. Feel-good fact: This jewelry was made using recycled sterling silver casting. Want to keep your jewelry looking like new? We recommend removing it before showering or exercise, and putting it on after applying hair products or perfume. To clean your pieces, polish them with a soft, dry cloth—and when not wearing, store them in a pouch or jewelry case. Recycled sterling silver, freshwater pearls. Import. Select stores. Item BG696.",12186
"Demi-fine 14k gold-plated beaded necklace Item J4706 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Length: 16"" with a 2"" extender chain for adjustable length.. Product Details Introducing the demi-fine jewelry collection—a new generation of heirloom pieces, all priced under $100. This delicate necklace is made from 14k gold-plated sterling silver, and perfect for wearing on its own or mixing and matching with other pieces (including ones you already own). 14k gold-plated sterling silver. Import. Online only. Item J4706.",12183
"Demi-fine 14k gold-plated chain bracelet with toggle Item BD960 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Length: 7 1/2"". Product Details New from our demi-fine jewelry collection (a new generation of heirloom pieces): this dainty chain bracelet with a toggle closure, made from 14k gold-plated sterling silver. Hint: It's oh-so-fun to add one or two of our demi-fine charms. Want to keep your jewelry looking like new? We recommend removing it before showering or exercise, and putting it on after applying hair products or perfume. To clean your pieces, polish them with a soft, dry cloth—and when not wearing, store them in a pouch or jewelry case. Sterling silver, alloy. Import. Online only. Item BD960.",12187
