details,url index
"Cotton poplin boxer short in soft spots Item AY378 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits high at the waist. 3"" short inseam. Product Details Meet the pj shorts of our dreams. Our new sleep boxers are inspired by menswear, but designed just for you—with a high waist, easy leg and pockets. So go ahead, get them in every color (we certainly plan to). By buying cotton products from J.Crew, you're supporting more responsibly grown cotton through the Better Cotton Initiative. Cotton. Machine wash. Import. Online only. Item AY378.",17045
"Cotton poplin boxer short in stripe Item BH662 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit 3"" inseam. Product Details Meet the pj shorts of our dreams. Our new sleep boxers are inspired by menswear, but designed just for you—with a high waist, an easy leg and pockets(!). By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. Cotton. Machine wash. Import. Select stores. Item BH662. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Fair Trade Certified™ This item was crafted in a Fair Trade Certified™ facility. Learn More Shop All Re-imagined",17051
"Cotton poplin boxer short in Stewart tartan Item BD179 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits high at waist. 3"" inseam. Product Details Meet the pj shorts of our dreams. Our new sleep boxers are inspired by menswear, but designed just for you—with a high waist, easy leg and pockets(!). So go ahead, get them in every color (we certainly plan to!). By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. Cotton. Machine wash. Import. Item BD179.",17046
"Cotton poplin boxer short in stripe Item BH655 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit 3"" inseam. Product Details Meet the pj shorts of our dreams. Our new sleep boxers are inspired by menswear, but designed just for you—with a high waist, easy leg and pockets(!). Plus, it was crafted at a Fair Trade Certified™ factory that provides additional income and better conditions for the people who work there. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. Cotton. Machine wash. Import. Online only. Item BH655. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Fair Trade Certified™ This item was crafted in a Fair Trade Certified™ facility. Learn More Shop All Re-imagined",17050
"Cotton poplin boxer short in stripe Item BD182 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits high at waist. 3"" inseam. Product Details Meet the pj shorts of our dreams. Our new sleep boxers are inspired by menswear, but designed just for you—with a high waist, easy leg and pockets(!). So go ahead, get them in every color (we certainly plan to!). By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. Cotton. Machine wash. Import. Item BD182.",17049
"Cotton poplin boxer short in strawberry floral Item BF304 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit 3"" inseam. Product Details Meet the pj shorts of our dreams. Our new sleep boxers are inspired by menswear, but designed just for you—with a high waist, easy leg and pockets(!). So go ahead, get them in every color (we certainly plan to!). By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. Machine wash. Import. Select stores. Item BF304.",17047
"Cotton poplin boxer short in stripe Item AY373 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit 3"" inseam. Sits high at waist. Product Details Meet the pj shorts of our dreams. Our new sleep boxers are inspired by menswear, but designed just for you—with a high waist, easy leg and pockets. So go ahead, get them in every color (we certainly plan to). By buying cotton products from J.Crew, you're supporting more responsibly grown cotton through the Better Cotton Initiative. Cotton. Machine wash. Import. Select stores. Item AY373.",17048
"Cotton poplin boxer short in scattered blooms Item BJ812 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit 3"" inseam. Product Details Meet the pj shorts of our dreams. Our new sleep boxers are inspired by menswear but designed just for you—with a high waist, an easy leg and pockets(!). Plus, it was crafted at a Fair Trade Certified™ factory that provides additional income and better conditions for the people who work there. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. 100% cotton. Machine wash. Import. Online only. Item BJ812. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",17044
"Cotton poplin boxer short in twilight berry Item BF303 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit 3"" inseam. Product Details Meet the pj shorts of our dreams. Our new sleep boxers are inspired by menswear, but designed just for you—with a high waist, easy leg and pockets(!). So go ahead, get them in every color (we certainly plan to!). By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. Cotton. Machine wash. Import. Select stores. Item BF303.",17054
"Cotton poplin boxer short in tossed floral Item BH663 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit 3"" inseam. Product Details Meet the pj shorts of our dreams. Our new sleep boxers are inspired by menswear, but designed just for you—with a high waist, an easy leg and pockets(!). By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. Cotton. Machine wash. Import. Online only. Item BH663. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Fair Trade Certified™ This item was crafted in a Fair Trade Certified™ facility. Learn More Shop All Re-imagined",17053
"Cotton poplin boxer short in Windsor floral Item BK106 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit 3"" inseam. Product Details Meet the pj shorts of our dreams. Our sleep boxers are inspired by menswear but designed just for you—with a high waist, an easy leg and pockets(!). By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. 100% cotton. Machine wash. Import. Online only. Item BK106. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",17055
"Cotton poplin boxer short in stripe Item BJ813 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit 3"" inseam. Product Details Meet the pj shorts of our dreams. Our new sleep boxers are inspired by menswear but designed just for you—with a high waist, an easy leg and pockets(!). Plus, they were crafted at a Fair Trade Certified™ factory that provides additional income and better conditions for the people who work there. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. 100% cotton. Machine wash. Import. Online only. Item BJ813. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",17052
"Cotton poplin boxer short in zinnia floral Item BF315 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit 3"" inseam. Product Details Meet the pj shorts of our dreams. Our new sleep boxers are inspired by menswear but designed just for you—with a high waist, easy leg and pockets(!). By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. Cotton. Machine wash. Import. Select stores. Item BF315.",17056
"Cotton poplin pajama pant in blue ribbon block print Item AV159 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at hip. 32"" inseam. Product Details When a good night's sleep calls for something super comfy, consider your sweet dreams come true with these cotton pajama pants. Lived-in T-shirt on top is highly recommended. Cotton. Machine wash. Import. Online only. Item AV159.",17057
"Cotton poplin pajama pant in pink Stewart tartan Item AT557 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit 32"" inseam. Product Details When a good night's sleep calls for something super comfy, consider your sweet dreams come true with these cotton pajama pants. Lived-in T-shirt on top is highly recommended. Cotton. Machine wash. Import. Online only. Item AT557.",17060
"Cotton poplin pajama pant in Coventry floral Item BM502 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Body length: 28 1/2"". Product Details Meet the pj pants of our dreams. Our new boxing-inspired bottoms have a high rise, a wide leg and come in a cute floral pattern. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. 100% cotton. Machine wash. Import. Online only. Item BM502. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",17058
"Cotton poplin pajama pant in gingham Item AV255 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit 32"" inseam. Product Details When a good night's sleep calls for something supercomfy, consider these cotton pajama pants your sweet dreams come true. A lived-in T-shirt on top is highly recommended. By buying cotton products from J.Crew, you're supporting more responsibly grown cotton through the Better Cotton Initiative. Cotton. Machine wash. Import. Online only. Item AV255.",17059
"Cotton poplin sleep pant in stripe Item AZ996 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits high at waist. Wide leg. 28 1/2"" inseam. Product Details The perfect pajama pant, thanks to the updated wide-leg fit that somehow manages to be super-polished. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. Cotton. Machine wash. Import. Online only. Item AZ996. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",17062
"Cotton poplin wide-leg pajama pant in scarf border print Item AZ997 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Relaxed fit. Sits high at waist. Wide leg. 28 1/2"" inseam. Product Details Meet the pj pants of our dreams. Our new boxing-inspired bottoms have a high rise, a wide leg and a cute J.Crew label sewn into the front of the waistband. A lived-in T-shirt on top is highly recommended. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. Cotton. Machine wash. Import. Select stores. Item AZ997. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",17063
"Cotton poplin pajama pant in vibrant garden print Item AV157 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at hip. 32"" inseam. Product Details When a good night's sleep calls for something super comfy, consider your sweet dreams come true with these cotton pajama pants. Lived-in T-shirt on top is highly recommended. Cotton. Machine wash. Import. Online only. Item AV157.",17061
"Cotton poplin wide-leg pajama pant in stripe Item AY365 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Relaxed fit. Sits high at the waist. 28 1/2"" pant inseam. Wide leg. Product Details Meet the pj pants of our dreams. Our new boxing-inspired bottoms have a high rise, a wide leg and a cute J.Crew label sewn into the front of the waistband. Lived-in T-shirt on top is highly recommended. By buying cotton products from J.Crew, you're supporting more responsibly grown cotton through the Better Cotton Initiative. Cotton. Machine wash. Import. Select stores. Item AY365.",17064
"Cotton poplin wide-leg pajama pant in stripe Item BD188 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits high at waist. 28 1/2"" inseam. Wide leg. Product Details Meet the pj pants of our dreams. Our new boxing-inspired bottoms have a high rise, a wide leg and a cute J.Crew label sewn into the front of the waistband. A lived-in T-shirt on top is highly recommended. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. Cotton. Machine wash. Import. Online only. Item BD188.",17065
"Crinkle cotton pajama pant in plaid Item AV158 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit 32"" inseam. Product Details Made from a lightweight plaid cotton, these cute pj pants are the warmer-weather equivalent to your favorite flannel pajamas. A lived-in T-shirt on top is highly recommended. By buying cotton products from J.Crew, you're supporting more responsibly grown cotton through the Better Cotton Initiative. Cotton/elastane. Machine wash. Import. Online only. Item AV158.",17067
"Cotton poplin wide-leg pajama pant in sweet spots Item AY366 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Relaxed fit. Sits high at the waist. 28 1/2"" pant inseam. Wide leg. Product Details Meet the pj pants of our dreams. Our new boxing-inspired bottoms have a high rise, a wide leg and a cute J.Crew label sewn into the front of the waistband. Lived-in T-shirt on top is highly recommended. By buying cotton products from J.Crew, you're supporting more responsibly grown cotton through the Better Cotton Initiative. Cotton. Machine wash. Import. Online only. Item AY366.",17066
"Cropped lightweight cotton pajama pant Item AC315 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Falls above ankle. 26 1/2"" inseam. Product Details No more stealing his pajamas. Our take on the classic men's pj pant is designed in crisp cotton poplin with a modern, cropped leg and updated with a bold blue-and-white floral print. It's the comfiest and chicest way to get your eight hours. Cotton. Machine wash. Import. Online only. Item AC315.",17068
"Cropped pajama pant in floral Item AN809 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Falls above ankle. 26 1/2"" inseam. Product Details You asked, we answered. We made stand-alone pj pants based on styles from our best-selling sets—so you can wear them with your favorite tee from college. This pair comes in a pretty pink floral with a grosgrain ribbon drawstring. These pants are made with organic cotton that is grown without chemical fertilizers and pesticides from non-genetically modified seeds. Cotton. Machine wash. Import. Select stores. Item AN809. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Organic This item contains at least 30% organic cotton, which is produced without synthetic fertilizers and pesticides, making it better for the planet and the people who farm it. Learn More Shop All Re-imagined",17070
"Cropped vintage pajama pant with contrast tipping Item L1507 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits below waist. Cropped leg. 26 1/2"" inseam. Product Details No more stealing his pajamas. Our take on the classic men's pj pant is designed in crisp shirting cotton with a modern, cropped leg. It's the comfiest and chicest way to get your eight hours. Cotton. Machine wash. Import. Select stores. Item L1507.",17071
"Cropped pajama pant in floral vine block print Item AN803 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Falls above ankle. 26 1/2"" inseam. Product Details You asked, we answered. We made stand-alone pj pants based on styles from our best-selling sets—so you can wear them with your favorite tee from college, or, you know, the matching top. This pair comes in a cozy floral block print. These pants are made with organic cotton that is grown without chemical fertilizers and pesticides from non-genetically modified seeds. Cotton. Machine wash. Import. Select stores. Item AN803. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Organic This item contains at least 30% organic cotton, which is produced without synthetic fertilizers and pesticides, making it better for the planet and the people who farm it. Learn More Shop All Re-imagined",17069
"Dreamy cotton pajama short Item L1093 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits below waist. 2 3/4"" inseam. Product Details There's a reason we call this short dreamy. Supersoft cotton with a bit of stretch makes them extra comfortable—they're the ones you'll want to change into as soon as you get home (i.e., way before bedtime). Cotton/elastane. Machine wash. Import. Select stores. Item L1093.",17072
"Dreamy cotton pant in stripe Item E4737 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at hip. Wide leg. 32 1/2"" inseam. Product Details There's a reason we call these pj's dreamy. Cotton with a bit of stretch makes them extra comfortable—so they're the ones you'll want to change into as soon as you get home (i.e., way before bedtime). Cotton/spandex. Elastic waistband with drawstring. Machine wash. Import. Online only. Item E4737.",17073
"Dreamy jogger pant with heart embroidery Item AK331 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit 26"" inseam. Product Details A bit of stretch makes these dreamy cotton jogger-style pj pants extra comfortable—they're the ones you'll want to change into as soon as you get home. With a slim silhouette that tapers at the ankles (plus pockets!). Cotton/elastane. Machine wash. Import. Online only. Item AK331.",17075
"Dreamy cotton wide leg sleep pant Item L1094 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits below waist. Wide leg. Hits above ankle. 26"" inseam. Product Details There's a reason we call this set dreamy. A bit of stretch makes these pants extra comfortable—they're the ones you'll want to change into as soon as you get home (perfect for sleeping, lazy Sunday morning reading, movie marathons and more). We love the slightly cropped of-the-moment fit. Cotton/elastane. Machine wash. Import. Select stores. Item L1094.",17074
